business_id,stars,review_count,parking_availability_score,enhanced_parking_score,has_parking,price_range,total_reviews,avg_review_stars,review_engagement,rating_consistency,is_restaurant,parking_mentions,parking_positive_sentiment,parking_negative_sentiment,free_parking_mentions,valet_mentions,has_good_parking,is_highly_rated
yzz9gwayRptbwV7l5cHtRQ,2.0,20,2,2.0,1,1.0,23,1.8695652173913044,1.826086956521739,1.6666666666666667,1,3,0,0,0,0,0,0
x-SXtoUmGhABNBrsD__q7g,4.5,74,2,3.0,1,2.0,77,4.428571428571429,1.5194805194805194,1.6666666666666667,1,24,1,0,0,0,1,1
wMIKAWrfbL-Gq68JOQfzlQ,3.0,44,2,2.5,1,1.0,46,3.130434782608696,3.4565217391304346,1.6666666666666667,1,17,0,0,0,0,0,0
zdv6HmtViGmQn4PVk9bAWQ,4.5,20,2,2.5,1,,20,4.3,3.4,1.6666666666666667,1,8,0,0,0,0,0,1
n4qESYw7vHVVTWq4dtKp2w,4.0,36,2,2.5,1,2.0,37,3.8378378378378377,0.6756756756756757,1.6666666666666667,1,6,0,0,0,0,0,0
J1XtshftqiJDuWW1hnbs9w,3.5,71,2,3.0,1,1.0,71,3.5774647887323945,3.3661971830985915,1.6666666666666667,1,17,1,0,0,0,1,0
bKaBjDbtwQh_T-3ZpKJxRQ,4.0,184,2,4.0,1,2.0,194,3.9948453608247423,1.2989690721649485,1.6666666666666667,1,36,2,0,1,0,1,0
ajeJQlYpzALo8WTe9gdxCQ,3.0,122,2,3.0,1,1.0,124,2.8306451612903225,0.717741935483871,1.6666666666666667,1,6,1,0,0,0,1,0
odpuyU1jGDhhQ54d3dG3sQ,3.5,193,2,1.0,1,2.0,201,3.6517412935323375,2.8507462686567164,1.6666666666666667,1,12,0,1,0,0,0,0
Mqg_Oq_R0jWIVwx4Eko4og,4.5,20,2,2.0,1,1.0,20,4.35,2.1,1.6666666666666667,1,3,0,0,0,0,0,1
8MzF1Tlgz0pOkxmhP5dYzA,3.5,414,2,3.0,1,1.0,424,3.537735849056604,2.2004716981132075,1.6666666666666667,1,19,1,0,0,0,1,0
Y8RouBpe62F44SWaBc3TAQ,4.5,24,2,2.0,1,1.0,26,4.269230769230769,1.807692307692308,1.6666666666666667,1,0,0,0,0,0,0,1
fI-fJlCRserDHSe1y7942Q,2.5,99,2,2.0,1,2.0,99,2.2525252525252526,1.707070707070707,1.6666666666666667,1,3,0,0,0,0,0,0
2pWQjLkIynlvTdgPGxINvQ,4.5,112,3,4.0,1,1.0,113,4.256637168141593,1.672566371681416,1.6666666666666667,1,29,4,0,0,0,1,1
NifsdrLXQI13EQ7po7Z7Bg,4.0,23,2,2.0,1,1.0,23,4.217391304347826,3.1739130434782608,1.6666666666666667,1,3,0,0,0,0,0,1
JIcKYs9tY4nxe2jMwVP2iA,3.5,51,2,2.0,1,1.0,55,3.654545454545455,1.0909090909090908,1.6666666666666667,1,4,0,0,0,0,0,0
eX1y-liKYdbpX0urIWMiTw,3.5,55,3,3.0,1,2.0,56,3.482142857142857,0.6071428571428571,1.6666666666666667,1,3,0,0,0,0,1,0
O0kQGkmlllaN7oU6sQyzPA,4.5,21,2,2.0,1,1.0,22,4.454545454545454,2.363636363636364,1.6666666666666667,1,2,0,0,0,0,0,1
xXAWWlpXGlDfgGzy9TTJIw,4.5,63,1,0.0,1,1.0,64,4.3125,2.90625,1.6666666666666667,1,12,0,2,0,0,0,1
UQLWfOGTF-7T2EQlUT92Zg,4.5,39,1,1.0,1,,40,4.425,3.4,1.6666666666666667,1,4,0,0,0,0,0,1
pf0o9mamFsNXeVNwUC61yQ,3.5,51,2,2.0,1,2.0,55,3.618181818181818,0.9272727272727272,1.6666666666666667,1,2,0,0,0,0,0,0
GIRFpGtBBrUuXt8k9yUf6Q,4.0,105,2,2.5,1,1.0,108,4.018518518518518,1.9444444444444444,1.6666666666666667,1,15,0,0,0,0,0,1
QH5lG4sLNp1nx9eXZ6BNtA,4.0,59,1,1.5,1,3.0,60,3.85,3.033333333333333,1.6666666666666667,1,11,0,0,0,0,0,0
gECyO9S9P3wQEgVZIjR49g,3.5,53,2,3.0,1,2.0,54,3.703703703703704,1.5,1.6666666666666667,1,5,1,0,0,0,1,0
dJYn3HhPt1irQZu-Q587aw,4.5,23,1,1.0,1,,23,4.565217391304348,0.6521739130434783,1.6666666666666667,1,5,0,0,0,0,0,1
TqDErLK4t0TfSiFzxuocuQ,4.0,52,2,3.0,1,1.0,53,4.113207547169812,0.9056603773584906,1.6666666666666667,1,5,1,0,0,0,1,1
3u4tRuGoPfAAw36b_yO-4Q,3.0,113,2,2.5,1,2.0,127,3.15748031496063,2.968503937007874,1.6666666666666667,1,14,0,0,0,0,0,0
Aes-0Q_guDeYewMapFs_vg,3.0,516,1,2.0,1,2.0,517,3.0696324951644103,1.806576402321083,1.6666666666666667,1,23,0,0,0,1,0,0
-0jK77zdE3-plqXuwXtilQ,4.0,68,3,3.0,1,2.0,72,3.763888888888889,1.6111111111111112,1.6666666666666667,1,2,0,0,0,0,1,0
0I9XZD7JTqY9iTF8nXRnXw,5.0,223,3,5.0,1,2.0,228,4.785087719298246,1.5482456140350878,1.6666666666666667,1,31,1,0,1,0,1,1
0qbMXG1Aw3a2beoQhU52lQ,3.5,37,1,1.0,1,,38,3.289473684210526,1.263157894736842,1.6666666666666667,1,3,0,0,0,0,0,0
NZgyOwVn-7-6ioWMS8lkpw,4.5,218,1,1.5,1,1.0,225,4.671111111111111,3.484444444444444,1.6666666666666667,1,17,0,0,0,0,0,1
wFDPMnbG5tKFd0SzhYH5pg,4.0,11,2,2.0,1,,11,4.181818181818182,1.0,1.6666666666666667,1,2,0,0,0,0,0,1
yXGv7j3nRF3Ad83Mx0QifQ,3.5,154,2,2.5,1,2.0,158,3.4050632911392404,0.8544303797468354,1.6666666666666667,1,8,0,0,0,0,0,0
QQMch9X8ibcg1hVxbtkJIw,3.5,20,1,1.0,1,2.0,21,3.4761904761904763,0.8095238095238095,1.6666666666666667,1,3,0,0,0,0,0,0
2Kl1a7JOZMSMz3xEbUZsNQ,4.0,33,3,3.0,1,2.0,33,3.909090909090909,1.181818181818182,1.6666666666666667,1,2,0,0,0,0,1,0
FAc2Mv92KL00cbLdpAc0kQ,3.0,195,2,2.0,1,2.0,198,2.8686868686868685,0.9949494949494948,1.6666666666666667,1,15,1,1,0,0,0,0
xIz9cCuddNbDUcItCo5V0g,3.0,71,2,4.0,1,2.0,73,3.095890410958904,1.178082191780822,1.6666666666666667,1,17,1,0,1,0,1,0
xt8CHsSR-WuiCNO8z2jnFw,2.0,49,2,2.5,1,1.0,50,2.16,2.54,1.6666666666666667,1,12,0,0,0,0,0,0
DZYSb9amfB3EAh1IdwtbEA,3.5,373,3,3.5,1,2.0,396,3.686868686868687,2.851010101010101,1.6666666666666667,1,21,0,0,0,0,1,0
24-GR17kFltTGK_ePqPBkA,4.5,49,1,1.5,1,1.0,51,4.627450980392157,1.96078431372549,1.6666666666666667,1,7,0,0,0,0,0,1
2x4atI8B9Z0g61bgEOO2Uw,3.0,63,2,2.5,1,1.0,67,2.985074626865672,2.5522388059701493,1.6666666666666667,1,11,0,0,0,0,0,0
2aP9wvEqpGLLDVpWTWlAog,4.5,130,3,3.5,1,1.0,133,4.24812030075188,1.8646616541353385,1.6666666666666667,1,15,0,0,0,0,1,1
NTtKM3CRyGjr8pC--OyHdQ,4.0,20,2,2.5,1,2.0,20,3.75,1.4,1.6666666666666667,1,7,0,0,0,0,0,0
o3mCQJcBBMDWzTY-FuUh9w,4.5,89,2,1.0,1,2.0,97,4.360824742268041,2.855670103092784,1.6666666666666667,1,25,0,2,0,0,0,1
dN2Bg65U8AcPmKG1RSYYfw,2.5,63,2,2.0,1,2.0,66,2.409090909090909,0.6818181818181818,1.6666666666666667,1,4,0,0,0,0,0,0
dHFEcHJG2LmPBJ0X2cfj7Q,4.5,164,1,1.5,1,2.0,170,4.652941176470589,4.994117647058824,1.6666666666666667,1,15,0,0,0,0,0,1
6vp741cxMvQMicJ3qZuLGQ,4.0,72,1,1.5,1,2.0,75,4.013333333333334,2.453333333333333,1.6666666666666667,1,10,0,0,0,0,0,1
QH4HKxCX_GN88co_qLVPJQ,3.5,40,2,3.0,1,2.0,41,3.5609756097560976,0.975609756097561,1.6666666666666667,1,4,0,0,1,0,1,0
Ukkr1N8UApmJsOzbX4XnRA,3.5,197,1,1.5,1,1.0,201,3.497512437810945,2.1691542288557213,1.6666666666666667,1,34,0,0,0,0,0,0
wKk58yr8_GrvvMYmww_0xA,2.0,21,2,2.0,1,1.0,21,2.238095238095238,1.0476190476190477,1.6666666666666667,1,3,0,0,0,0,0,0
vI6LNgVz4cTGOQyfZ_0POA,3.5,32,2,2.5,1,2.0,34,3.7058823529411766,3.6176470588235294,1.6666666666666667,1,13,0,0,0,0,0,0
f8xDFhZTT2iB8dDZ5fFZmQ,3.5,14,2,2.0,1,1.0,14,3.571428571428572,8.642857142857142,1.6666666666666667,1,3,0,0,0,0,0,0
IKF8XeK93NsQxrXQvdGZmA,4.0,224,3,4.0,1,3.0,243,3.97119341563786,2.460905349794239,1.6666666666666667,1,24,0,0,0,9,1,0
SKyjx7AuVO0SZ0pAHdY1jg,2.0,28,2,2.0,1,1.0,29,2.1724137931034484,1.5517241379310345,1.6666666666666667,1,2,0,0,0,0,0,0
228RKr1g1eOg9v3xKEU-qQ,2.5,11,2,2.0,1,1.0,11,2.4545454545454546,1.7272727272727273,1.6666666666666667,1,2,0,0,0,0,0,0
I6AzZdywixry7O-c0GXDEQ,3.0,68,2,2.5,1,1.0,70,3.0285714285714285,2.6,1.6666666666666667,1,6,0,0,0,0,0,0
EkQ57hmMVYYBmceMmsYCBQ,2.5,80,2,2.0,1,2.0,88,2.5681818181818183,0.4886363636363636,1.6666666666666667,1,4,0,0,0,0,0,0
p4sK46GJydKzeytBeDBz8A,3.5,32,2,2.0,1,1.0,32,3.5625,2.84375,1.6666666666666667,1,2,0,0,0,0,0,0
2brttsiFBlW8070dsPzQDA,4.0,320,3,3.5,1,2.0,328,4.079268292682927,0.8841463414634146,1.6666666666666667,1,18,0,0,0,0,1,1
qgott66PgfZhxt9fpstGiA,4.5,232,3,3.5,1,2.0,237,4.405063291139241,1.9535864978902957,1.6666666666666667,1,6,0,0,0,0,1,1
cPDfyvSwjLpVj9oI2mqpcQ,3.5,69,1,1.0,1,1.0,71,3.3661971830985915,1.1408450704225352,1.6666666666666667,1,4,0,0,0,0,0,0
HpmsY3JJ4gIuS8EiVHwMJw,3.5,510,3,4.0,1,2.0,550,3.5872727272727274,1.9072727272727272,1.6666666666666667,1,18,2,0,0,0,1,0
rMfI2VVaZoDgF-GYdvOw8A,4.5,19,2,2.5,1,,20,4.5,1.05,1.6666666666666667,1,7,0,0,0,0,0,1
-F7XzFOkZkh_J66oKTRhrw,4.5,18,1,1.0,1,,19,4.7368421052631575,1.105263157894737,1.6666666666666667,1,4,0,0,0,0,0,1
GjjGWeQTHeYR_emlUQR9QQ,4.5,173,2,2.5,1,1.0,180,4.433333333333334,1.711111111111111,1.6666666666666667,1,14,0,0,0,0,0,1
7O7YHTUB3uqXHsQSLKR0SA,3.5,69,2,2.5,1,2.0,73,3.3972602739726026,1.63013698630137,1.6666666666666667,1,10,0,0,0,0,0,0
PhPokNCiFVdOx8BsdPnqeg,4.5,12,2,2.0,1,1.0,12,4.333333333333333,0.25,1.6666666666666667,1,0,0,0,0,0,0,1
L9WXqSyuKNQS-eqDqTWLgQ,4.5,145,1,1.0,1,1.0,151,4.251655629139073,1.543046357615894,1.6666666666666667,1,5,0,0,0,0,0,1
QOc3pCNWs8Z7o-w4bgY6AQ,2.5,136,2,2.5,1,2.0,144,2.423611111111111,2.2569444444444446,1.6666666666666667,1,22,0,0,0,0,0,0
xe2L_RvBNgkrVburQrfW_Q,4.5,469,2,2.5,1,2.0,479,4.25678496868476,1.290187891440501,1.6666666666666667,1,31,0,0,0,0,0,1
7-d-zyz1dCqPb2K5l3Kg5g,4.5,127,2,2.5,1,1.0,136,4.522058823529412,1.911764705882353,1.6666666666666667,1,17,0,0,0,0,0,1
YMhoK-GYzEzgn8btGl4mQg,4.0,70,2,3.0,1,2.0,71,4.169014084507042,1.323943661971831,1.6666666666666667,1,12,1,0,0,0,1,1
nqGjZMGQ7ypfxn2KmyBW0g,3.0,149,1,0.0,1,1.0,153,3.065359477124183,1.843137254901961,1.6666666666666667,1,20,0,1,0,0,0,0
k-QEp8E_1cJU3poJS_V2-g,3.5,149,2,2.5,1,2.0,166,3.4397590361445785,0.5963855421686747,1.6666666666666667,1,14,0,0,0,0,0,0
7DSRQQunKE4uJu1DIhmWxA,3.5,15,2,2.5,1,,15,3.6666666666666665,3.6666666666666665,1.6666666666666667,1,13,0,0,0,0,0,0
eORwNQsgjeJGrUPnQFJ9xA,3.5,373,1,1.5,1,1.0,396,3.7196969696969697,2.1944444444444446,1.6666666666666667,1,24,0,0,0,0,0,0
o8VR_4C-krOcgHiMoi-g6g,3.0,296,2,2.5,1,1.0,314,3.178343949044586,1.9203821656050957,1.6666666666666667,1,13,0,0,0,0,0,0
jeGyMmvQI0q81s9a64hqLw,4.0,44,2,2.0,1,1.0,44,3.954545454545455,0.6590909090909091,1.6666666666666667,1,5,0,0,0,0,0,0
ayhr1ZdoDJ4P6a0urN-YbA,3.0,68,3,3.5,1,2.0,71,3.1690140845070425,2.6901408450704225,1.6666666666666667,1,6,0,0,0,0,1,0
3DvZac7cg3nbdC9KBCQEsw,3.5,183,2,3.0,1,2.0,189,3.328042328042328,1.0687830687830688,1.6666666666666667,1,19,2,0,0,0,1,0
sjosv3U_wxN3Zigr7gIx2g,4.5,177,2,3.0,1,2.0,184,4.244565217391305,1.875,1.6666666666666667,1,26,1,0,0,0,1,1
lWedWkinrM5j13pyimbpbA,4.5,514,1,1.5,1,2.0,530,4.341509433962264,1.9566037735849056,1.6666666666666667,1,9,0,0,0,0,0,1
ngugYzE1bOCLqv7V03PaLQ,2.5,38,2,2.0,1,1.0,38,2.473684210526316,0.631578947368421,1.6666666666666667,1,5,0,0,0,0,0,0
m6lqjyxAKw0i_5UaREfMLQ,4.0,476,2,2.5,1,2.0,487,3.991786447638604,1.0944558521560577,1.6666666666666667,1,16,0,0,0,0,0,0
_wcOVX6PPvhXGMpUa2Ij8A,3.0,287,3,4.0,1,1.0,299,3.0133779264214047,2.511705685618729,1.6666666666666667,1,20,1,0,0,0,1,0
JSrab1rTrhBq0X80o6fPrQ,4.0,336,2,2.5,1,2.0,347,3.962536023054755,0.9942363112391932,1.6666666666666667,1,28,0,0,0,0,0,0
cSA7NXxqObZqkU0LeNg5zw,4.5,49,3,4.0,1,2.0,50,4.54,1.94,1.6666666666666667,1,7,1,0,0,0,1,1
x8QdlXd1lqIXfLDM4mZqiQ,4.5,189,1,1.5,1,2.0,197,4.634517766497462,1.4771573604060917,1.6666666666666667,1,6,0,0,0,0,0,1
AAYzFH0HjSUNL2nLScutxQ,2.0,14,2,2.5,1,1.0,14,2.2142857142857144,1.5,1.6666666666666667,1,6,0,0,0,0,0,0
3sQehkDWhJVtYQ90MUMRNw,4.5,83,2,3.0,1,,86,4.534883720930233,2.9186046511627906,1.6666666666666667,1,17,1,0,0,0,1,1
2YoJUob1RL-LCYGiXdq8dg,2.0,41,2,2.5,1,1.0,44,1.8409090909090908,1.0227272727272727,1.6666666666666667,1,10,0,0,0,0,0,0
qEedG0BE_SIJgHEn4oV6eg,4.5,266,2,3.0,1,2.0,269,4.304832713754647,0.7546468401486989,1.6666666666666667,1,12,1,0,0,0,1,1
23qa5SsahSsVhqAVmX6aow,4.0,632,3,3.5,1,2.0,664,4.028614457831325,1.5316265060240963,1.6666666666666667,1,22,0,0,0,0,1,1
Ce6B2-CYAjGvRZe3GKyxYA,3.0,124,3,4.0,1,2.0,130,2.9384615384615387,1.4153846153846157,1.6666666666666667,1,18,1,0,0,0,1,0
95d60_mjUg2kLy-bhDLC6w,4.0,144,1,0.0,1,2.0,149,3.959731543624161,2.906040268456376,1.6666666666666667,1,22,0,1,0,0,0,0
f5ZXsZQn6SFA1USdUYfdDw,3.5,65,2,1.5,1,,69,3.579710144927536,1.8985507246376807,1.6666666666666667,1,15,0,1,0,1,0,0
pJD9h8b6VesW5zpWB7sowQ,3.5,106,1,1.5,1,1.0,109,3.5779816513761467,1.889908256880734,1.6666666666666667,1,11,0,0,0,0,0,0
HzHgn4BrQLnqDyFQseZ6Dg,3.5,138,2,3.0,1,2.0,143,3.300699300699301,1.06993006993007,1.6666666666666667,1,20,1,0,0,0,1,0
wD-dPZMlF59K2Z7mnhvPYg,4.0,70,2,3.0,1,2.0,70,4.2,1.5857142857142856,1.6666666666666667,1,10,1,0,0,0,1,1
wj8XtPyuREj8_0GQz3LZ6w,3.5,968,2,2.5,1,2.0,1025,3.650731707317073,2.4370731707317077,1.6666666666666667,1,37,0,0,0,0,0,0
Fyudi29jdmSZyM_F9Txg_g,4.5,175,2,2.5,1,1.0,188,4.574468085106383,0.7127659574468085,1.6666666666666667,1,8,0,0,0,0,0,1
xxlbRiWWQkk-6LST3Hd12g,4.0,203,2,2.5,1,2.0,209,3.937799043062201,1.6842105263157894,1.6666666666666667,1,10,0,0,0,0,0,0
Sn_CFFZkgWOnhqlxQYC34w,2.0,131,2,2.5,1,2.0,138,2.065217391304348,1.2826086956521738,1.6666666666666667,1,18,0,0,0,0,0,0
yBx3bRX8aUtv9CYG1H5gWg,3.5,91,2,3.0,1,1.0,94,3.6808510638297873,1.425531914893617,1.6666666666666667,1,13,1,1,1,0,1,0
iWyX_hezq_Ga9x5WnN4S5Q,2.5,14,2,2.0,1,2.0,14,2.571428571428572,1.0,1.6666666666666667,1,1,0,0,0,0,0,0
3ovV2S7XEAOEk8hCdYKhOA,4.0,716,3,2.0,1,2.0,741,3.823211875843455,1.5263157894736843,1.6666666666666667,1,33,0,1,0,0,0,0
5LQLjh7fQB0F0d46xlRbDg,4.0,14,2,2.0,1,1.0,15,3.733333333333333,2.1333333333333333,1.6666666666666667,1,3,0,0,0,0,0,0
vqXsnIRg6Dh4oJ7K0396Jg,4.0,330,2,4.0,1,2.0,340,4.061764705882353,3.3264705882352943,1.6666666666666667,1,23,1,0,1,0,1,1
RTBw1bISTPleUlf4Lk0U6Q,4.5,28,2,4.0,1,2.0,28,4.678571428571429,0.9285714285714286,1.6666666666666667,1,3,1,0,1,0,1,1
jpAcVXIMhiCM-XiryRWOcA,2.5,13,2,2.0,1,1.0,13,2.6153846153846154,1.4615384615384617,1.6666666666666667,1,1,0,0,0,0,0,0
cX1VH_vpqGoLrio4sV9xcA,4.0,383,2,3.5,1,2.0,403,3.7543424317617866,0.8684863523573201,1.6666666666666667,1,12,0,0,1,0,1,0
sSKelg9o_4KxgCMT3BqnCA,3.0,102,2,2.5,1,2.0,118,3.2796610169491527,0.8983050847457628,1.6666666666666667,1,9,0,0,0,0,0,0
vEoIs3OnOiPuhgeMQdjDtw,4.0,24,3,4.0,1,3.0,25,4.04,2.96,1.6666666666666667,1,12,1,0,0,0,1,1
vyyr3G874jpRYSQo2KPZow,5.0,117,3,3.0,1,1.0,120,4.791666666666667,3.691666666666667,1.6666666666666667,1,13,0,1,1,0,1,1
dgEvzJHBA35xZG2DYfFdaQ,3.5,218,2,2.5,1,2.0,227,3.6519823788546257,1.5682819383259912,1.6666666666666667,1,21,0,0,0,0,0,0
cwUYrV2rG4k2dZmspqaRlQ,3.5,126,2,2.5,1,2.0,134,3.3134328358208958,2.1044776119402986,1.6666666666666667,1,11,0,0,0,0,0,0
7_w8tD3gdrnuUNPUhL-KOg,3.0,80,2,3.0,1,2.0,88,2.863636363636364,0.9545454545454546,1.6666666666666667,1,16,1,0,0,0,1,0
x8joRxn_TPorP1C2LSdSYg,3.5,128,1,2.0,1,2.0,129,3.674418604651162,2.8372093023255816,1.6666666666666667,1,15,1,0,0,0,0,0
1bwEz9wJwgfNFnBdW-rWkg,3.5,31,2,3.0,1,2.0,31,3.3870967741935485,3.0,1.6666666666666667,1,19,1,0,0,0,1,0
hakf1eVU_FdxikzAOlYs9Q,3.0,39,2,2.5,1,2.0,46,2.847826086956522,0.8260869565217391,1.6666666666666667,1,10,0,0,0,0,0,0
nJEhY6tDLTnjv110_kww7Q,4.0,125,2,4.0,1,2.0,131,3.8931297709923673,1.297709923664122,1.6666666666666667,1,11,1,0,1,0,1,0
l8yqThofpWGUs6lxOeIdOA,4.0,248,2,2.5,1,2.0,263,4.064638783269962,1.338403041825095,1.6666666666666667,1,18,0,0,0,0,0,1
k4U4QTDGYp_4UEfAR56zCA,2.5,89,2,4.0,1,2.0,93,2.78494623655914,2.3440860215053765,1.6666666666666667,1,16,3,1,1,0,1,0
4lkbbB4y_kaoPdDxq0F3Hw,3.0,22,2,2.5,1,2.0,23,3.130434782608696,5.434782608695652,1.6666666666666667,1,10,0,0,0,0,0,0
r9K46WZQ_hCi8vyyHV_tFw,3.5,383,1,1.5,1,2.0,393,3.559796437659033,0.7557251908396947,1.6666666666666667,1,9,0,0,0,0,0,0
hu6WwDxwgsHwY24nQUY8rg,4.5,20,1,1.0,1,1.0,20,4.3,3.0,1.6666666666666667,1,3,0,0,0,0,0,1
UBX73ZWgCdgom4nv0UeGvg,4.0,742,2,3.0,1,2.0,775,3.8451612903225807,1.1587096774193548,1.6666666666666667,1,11,1,0,0,0,1,0
8kh6Z3c8UHQKmsy0_TbOnA,4.5,1164,1,0.0,1,2.0,1188,4.4006734006734005,1.394781144781145,1.6666666666666667,1,12,0,1,0,0,0,1
YWMoSqdn-Z_MONjvWVOeWQ,3.5,42,2,2.0,1,2.0,43,3.488372093023256,1.3255813953488371,1.6666666666666667,1,5,0,0,0,0,0,0
ECOUuwE5H1HHE8xBfNAjFg,3.5,929,1,1.5,1,2.0,940,3.5063829787234044,1.5212765957446808,1.6666666666666667,1,13,0,0,0,0,0,0
gYeqbVXu13UcMZcp6cS-Bw,4.0,139,2,3.0,1,3.0,144,4.194444444444445,1.9236111111111112,1.6666666666666667,1,97,0,0,0,12,1,1
8-GuTH3fg6T_mMQvte7ouA,3.0,14,2,2.0,1,,15,3.1333333333333333,1.0666666666666669,1.6666666666666667,1,4,0,0,0,0,0,0
C5ZOzlslhMxRJDjBDV3KoQ,4.5,573,2,3.0,1,2.0,590,4.433898305084746,0.8813559322033898,1.6666666666666667,1,23,1,0,0,0,1,1
6LH5CdxH-zQHkJfm7VIXMg,4.5,109,3,3.5,1,2.0,116,4.672413793103448,1.1551724137931034,1.6666666666666667,1,9,0,0,0,0,1,1
7Iu6QFpZZrICmNQGD2zHuA,4.0,88,2,2.5,1,,88,3.9431818181818175,3.465909090909091,1.6666666666666667,1,38,0,0,0,0,0,0
8IlX6V-GCKwL__-KverXfA,4.0,129,3,3.5,1,2.0,132,3.939393939393939,1.6893939393939394,1.6666666666666667,1,19,0,0,0,0,1,0
oyRXPI8APlfvpQL6kTiwBw,3.5,79,4,4.5,1,2.0,87,3.4022988505747125,3.9885057471264367,1.6666666666666667,1,10,0,0,0,0,1,0
04Ss49U_QKYLotcJMAH8cA,4.0,97,2,3.0,1,2.0,100,3.95,2.75,1.6666666666666667,1,20,3,0,0,0,1,0
0xEyGDYQUasuNdAB1WWitQ,4.0,43,1,1.5,1,1.0,46,4.260869565217392,1.1304347826086956,1.6666666666666667,1,9,0,0,0,0,0,1
J17eQxAP2TwBmUPxd36VXA,4.5,193,2,2.5,1,1.0,199,4.326633165829146,1.5829145728643217,1.6666666666666667,1,17,0,0,0,0,0,1
uv5b6lgBHXIwtCjJ_c-Yvg,3.0,43,2,2.5,1,2.0,47,3.2127659574468086,1.9574468085106385,1.6666666666666667,1,6,0,0,0,0,0,0
LliHsFTWhHFlba5HiWHNcg,3.0,57,2,2.0,1,2.0,61,3.114754098360656,0.7704918032786885,1.6666666666666667,1,5,0,0,0,0,0,0
MnfAzLt3qp0CkMHuQF7cvg,3.5,101,1,1.5,1,1.0,105,3.5142857142857142,3.038095238095238,1.6666666666666667,1,7,0,0,0,0,0,0
_yjIYejZP1S-6g554Fwydg,4.0,72,1,1.0,1,1.0,75,3.84,0.7733333333333333,1.6666666666666667,1,5,0,0,0,0,0,0
GNnDvJwtA9C1XFf-yv4KVA,4.5,23,2,2.0,1,1.0,23,4.521739130434782,0.8260869565217391,1.6666666666666667,1,4,0,0,0,0,0,1
BprJtcxm1P7VP6viiTOanw,3.0,27,2,2.0,1,1.0,33,2.909090909090909,1.121212121212121,1.6666666666666667,1,0,0,0,0,0,0,0
M-FcR2vxZHJ8l-M9882EXQ,4.5,93,1,1.5,1,1.0,94,4.26595744680851,0.8404255319148937,1.6666666666666667,1,11,0,0,0,0,0,1
9ZGG0q8GZ3Mh-HzG0livdA,3.0,35,2,2.0,1,2.0,37,3.27027027027027,1.4864864864864864,1.6666666666666667,1,1,0,0,0,0,0,0
8zoIt_7h3gJeW1YGEflHrA,4.5,53,3,3.0,1,1.0,55,4.290909090909091,2.8,1.6666666666666667,1,2,0,0,0,0,1,1
Ds8E5RPjm2UHUemXJVTs3w,4.0,41,4,5.0,1,2.0,41,4.0,1.7073170731707317,1.6666666666666667,1,20,2,0,2,0,1,1
xxL2_-oExRCwKs_Nyr0KiQ,3.5,454,3,3.5,1,2.0,466,3.5622317596566524,1.628755364806867,1.6666666666666667,1,16,0,0,0,0,1,0
M_xppCCS13upKrRrPmc5Dw,3.5,160,2,3.0,1,2.0,166,3.5120481927710845,0.5662650602409639,1.6666666666666667,1,17,1,0,0,0,1,0
4EbwDR58_1Lm54Oru_Dfxw,4.0,240,2,2.5,1,2.0,261,3.743295019157088,1.2030651340996168,1.6666666666666667,1,19,0,0,0,0,0,0
lqrY1tHhPkZsiOPfpoydvw,1.5,39,2,2.0,1,1.0,40,1.675,0.85,1.6666666666666667,1,1,0,0,0,0,0,0
Bs0JwJEUdfhL-FtLjuu3vA,4.5,341,3,3.5,1,2.0,355,4.27887323943662,2.495774647887324,1.6666666666666667,1,16,0,0,0,0,1,1
0_J_SEJLxSjHcFfGgWeWow,4.0,208,3,3.5,1,2.0,215,4.162790697674419,1.544186046511628,1.6666666666666667,1,32,0,0,0,0,1,1
Q0pFg3ri7kt9xIxxXh7-RQ,3.5,288,1,1.5,1,3.0,297,3.6296296296296298,1.8282828282828285,1.6666666666666667,1,10,0,0,0,0,0,0
stSD7zDVWDrurFYpL2Y9Sg,4.0,36,3,3.0,1,2.0,38,4.078947368421052,1.605263157894737,1.6666666666666667,1,5,0,0,0,0,1,1
Xv5rxZGfOQvhJHhsBLjW-Q,4.0,127,2,2.5,1,2.0,134,3.9029850746268657,2.328358208955224,1.6666666666666667,1,9,0,0,0,0,0,0
DLfIijV3snggXCEe2tPHPg,4.0,44,2,2.0,1,1.0,45,4.088888888888889,1.6222222222222222,1.6666666666666667,1,2,0,0,0,0,0,1
Wy_7BrENm4clF9u_XRLPIQ,4.0,111,1,1.5,1,1.0,118,4.186440677966102,1.347457627118644,1.6666666666666667,1,9,0,0,0,0,0,1
Kfia_CYkBC_D6VEKtSrFsg,3.0,101,1,1.5,1,2.0,102,2.9411764705882355,1.3235294117647058,1.6666666666666667,1,28,0,0,0,0,0,0
tdcGR0mEw-OmbRqNi6Nfsw,2.0,21,2,2.0,1,1.0,21,2.095238095238096,1.380952380952381,1.6666666666666667,1,2,0,0,0,0,0,0
5tLa_hMZjlpuM0tvoKjDGA,4.0,136,2,3.0,1,1.0,137,4.211678832116788,1.4014598540145986,1.6666666666666667,1,27,1,0,0,0,1,1
059fmQtYFQv3-hINwfpGsw,4.0,58,2,4.0,1,,59,3.8813559322033897,2.559322033898305,1.6666666666666667,1,8,2,0,1,0,1,0
